timestamp,abs_p,diff_p,p_alt
53000,99796.418252,0.001378,121.318465
54000,99796.411409,-0.000690,121.323329
55000,99796.416748,0.001627,121.330799
56000,99796.426676,0.008870,121.313559
57000,99796.405489,-0.004301,121.323506
58000,99796.440040,-0.008440,121.334734
59000,99796.428370,-0.004758,121.331407
60000,99796.408153,0.010173,121.315300
61000,99796.426842,0.001900,121.304921
62000,99796.410906,-0.006509,121.322414
63000,99796.440738,-0.005449,121.324890
64000,99796.407723,-0.008428,121.334909
65000,99796.427861,0.000059,121.298759
66000,99796.420220,0.000939,121.309996
67000,99796.409465,0.002414,121.286985
68000,99796.432576,0.000424,121.312259
69000,99796.421377,0.006039,121.322905
70000,99796.430230,0.001101,121.316340
71000,99796.409325,0.006707,121.315505
72000,99796.431594,0.000003,121.316464
73000,99796.422924,-0.020906,121.305926
74000,99796.407429,-0.002983,121.336989
75000,99796.407317,-0.009554,121.312997
76000,99796.427432,0.008081,121.320284
77000,99796.421580,0.003735,121.318517
78000,99796.423963,0.018953,121.329128
79000,99796.418916,0.002599,121.339719
80000,99796.397678,0.005906,121.311099
81000,99796.416348,0.004196,121.317616
82000,99796.424821,-0.017666,121.326864
83000,99796.407581,0.009789,121.334037
84000,99796.423712,0.001272,121.345436
85000,99796.422440,0.000343,121.338044
86000,99796.426993,-0.001186,121.330512
87000,99796.402270,-0.004450,121.324749
88000,99796.418402,-0.001309,121.331237
89000,99796.405456,-0.004973,121.332655
90000,99796.414147,-0.004647,121.329288
91000,99796.426238,-0.008048,121.311638
92000,99796.427278,0.005161,121.326834
93000,99796.417229,-0.013445,121.327608
94000,99796.424692,0.000160,121.322214
95000,99796.413749,-0.000528,121.324575
96000,99796.418461,-0.005162,121.330915
97000,99796.416718,-0.007341,121.330244
98000,99796.407289,-0.006586,121.324348
99000,99796.412007,-0.004411,121.320646
100000,99796.420207,-0.000020,121.317957
101000,99796.417291,-0.006837,121.312356
102000,99796.425346,0.012244,121.316193
103000,99796.415854,-0.014496,121.307368
104000,99796.408215,0.008963,121.328773
105000,99796.424053,0.001475,121.319092
106000,99796.420899,-0.017516,121.311783
107000,99796.402916,0.006377,121.328024
108000,99796.421874,-0.010656,121.318762
109000,99796.415083,0.004038,121.319120
110000,99796.421653,-0.008194,121.313858
111000,99796.424586,-0.010544,121.317818
112000,99796.416149,-0.020912,121.308425
113000,99796.422841,0.008357,121.325046
114000,99796.407822,0.002930,121.318077
115000,99796.413254,-0.002100,121.320384
116000,99796.417628,-0.026979,121.318223
117000,99796.422597,-0.000361,121.327359
118000,99796.419998,-0.000637,121.326946
119000,99796.419747,-0.008217,121.327200
120000,99796.419052,0.001924,121.324076
121000,99796.407192,0.005795,121.320650
122000,99796.418676,0.004805,121.304261
123000,99796.416897,-0.014074,121.312792
124000,99796.411730,0.019987,121.323916
125000,99796.423845,0.011496,121.305269
126000,99796.415872,-0.008073,121.309301
127000,99796.412723,-0.000583,121.319874
128000,99796.430154,0.019754,121.319083
129000,99796.422807,0.010698,121.305309
130000,99796.423622,0.009398,121.330052
131000,99796.426210,-0.014580,121.327034
132000,99796.412982,-0.008115,121.323565
133000,99796.421541,-0.002741,121.321984
134000,99796.418652,0.004699,121.315338
135000,99796.413019,0.002141,121.338144
136000,99796.410116,0.005003,121.322385
137000,99796.409980,-0.009257,121.319514
138000,99796.416800,-0.000630,121.327038
139000,99796.412773,0.011881,121.314669
140000,99796.420657,-0.023681,121.315322
141000,99796.411805,-0.005601,121.321130
142000,99796.409512,-0.010979,121.317765
143000,99796.424875,-0.015753,121.326609
144000,99796.417506,-0.000590,121.316866
145000,99796.437261,-0.010762,121.319340
146000,99796.401135,0.001947,121.336502
147000,99796.415945,0.013552,121.327349
148000,99796.400308,0.006826,121.335776
149000,99796.410135,-0.013816,121.326592
150000,99796.419885,-0.012564,121.294161
151000,99796.406041,0.014606,121.322030
152000,99796.417295,0.007596,121.332690
153000,99796.406847,-0.002492,121.311556
154000,99796.425500,0.005554,121.324152
155000,99796.426859,-0.014736,121.312915
156000,99796.423041,0.003038,121.300258
157000,99796.423867,0.009426,121.322575
158000,99796.419698,-0.006492,121.320430
159000,99796.433509,0.004342,121.315097
160000,99796.424590,-0.004985,121.327114
161000,99796.430906,-0.013301,121.312479
162000,99796.406635,0.000277,121.301661
163000,99796.432505,-0.001852,121.306208
164000,99796.422765,-0.007685,121.331027
165000,99796.424089,0.006480,121.315021
166000,99796.440128,0.021601,121.341793
167000,99796.408672,0.009856,121.325073
168000,99796.421800,-0.007555,121.320656
169000,99796.402588,-0.004114,121.324865
170000,99796.389852,-0.012736,121.313999
171000,99796.423524,0.008145,121.326569
172000,99796.429245,0.003430,121.333257
173000,99796.415639,-0.002806,121.326872
174000,99796.401770,0.016896,121.321700
175000,99796.405468,-0.011608,121.323423
176000,99796.403730,0.002811,121.332941
177000,99796.415205,-0.010914,121.325353
178000,99796.424242,0.019042,121.326756
179000,99796.408849,-0.001274,121.326111
180000,99796.410581,-0.011540,121.319900
181000,99796.413238,0.000028,121.316565
182000,99796.421683,-0.028573,121.312634
183000,99796.405434,-0.011063,121.322182
184000,99796.419241,-0.008409,121.315456
185000,99796.409221,0.000773,121.324201
186000,99796.415028,0.019432,121.322503
187000,99796.410201,-0.020911,121.319641
188000,99796.422755,0.004671,121.328338
189000,99796.421124,0.002100,121.321759
190000,99796.398410,0.005748,121.306133
191000,99796.408973,-0.003240,121.310481
192000,99796.410851,0.002092,121.306866
193000,99796.421546,-0.008684,121.315864
194000,99796.417837,0.014546,121.318927
195000,99796.397573,-0.000237,121.322425
196000,99796.410189,-0.015731,121.309612
197000,99796.434082,-0.001744,121.302879
198000,99796.413198,0.001294,121.316782
199000,99796.404971,0.002587,121.311579
200000,99796.415583,0.003814,121.328331
201000,99796.414724,-0.005233,121.328241
202000,99796.421734,0.006843,121.323835
203000,99796.443081,-0.004182,121.335021
204000,99796.433813,0.008668,121.322407
205000,99796.405509,0.005587,121.304096
206000,99796.409890,0.018138,121.298027
207000,99796.437346,0.002356,121.313607
208000,99796.405076,-0.010369,121.327993
209000,99796.425831,-0.020317,121.316725
210000,99796.426907,-0.005441,121.329925
211000,99796.420404,0.002905,121.309285
212000,99796.428207,-0.008425,121.303340
213000,99796.409888,-0.010570,121.305044
214000,99796.444860,0.014900,121.322425
215000,99796.431914,-0.025648,121.321889
216000,99796.416488,-0.010398,121.320790
217000,99796.426037,-0.008644,121.337381
218000,99796.416368,0.000248,121.327817
219000,99796.412468,-0.013532,121.319583
220000,99796.431226,-0.002412,121.320615
221000,99796.415206,-0.010845,121.336866
222000,99796.424365,-0.019235,121.319465
223000,99796.425680,0.001075,121.320750
224000,99796.416099,0.000774,121.313214
225000,99796.419271,-0.013932,121.311854
226000,99796.419906,-0.008106,121.333738
227000,99796.426405,-0.001612,121.305514
228000,99796.412845,0.009134,121.333000
229000,99796.404095,-0.008923,121.316636
230000,99796.409458,-0.013145,121.339831
231000,99796.410210,-0.000408,121.300791
232000,99796.408347,-0.010797,121.314851
233000,99796.418133,0.000131,121.322865
234000,99796.438672,0.011717,121.324075
235000,99796.400099,0.015908,121.332824
236000,99796.402092,-0.009518,121.308551
237000,99796.401829,0.012341,121.339494
238000,99796.410729,-0.009495,121.322909
239000,99796.417660,-0.009202,121.325631
240000,99796.433136,-0.002734,121.320865
241000,99796.435491,-0.010610,121.329804
242000,99796.414153,0.016892,121.329906
243000,99796.417345,-0.010452,121.314852
244000,99796.414627,-0.011498,121.336254
245000,99796.415800,-0.018233,121.311411
246000,99796.421103,0.002188,121.313209
247000,99796.405381,0.005717,121.312787
248000,99796.422152,0.006039,121.316802
249000,99796.426759,0.007504,121.318598
250000,99796.407906,0.004646,121.335911
251000,99796.415231,0.010640,121.353169
252000,99796.416690,0.005858,121.329700
253000,99796.416720,0.002264,121.318051
254000,99796.396279,0.012482,121.325733
255000,99796.407981,-0.009077,121.332922
256000,99796.400397,-0.003603,121.337990
257000,99796.417741,0.008468,121.315546
258000,99796.420509,0.019959,121.328077
259000,99796.416643,0.005528,121.326279
260000,99796.403818,0.001687,121.334737
261000,99796.421869,-0.003044,121.309704
262000,99796.405747,-0.002192,121.318611
263000,99796.425118,-0.012541,121.325741
264000,99796.411704,-0.001129,121.315317
265000,99796.404313,-0.002001,121.315750
266000,99796.420230,-0.004696,121.322028
267000,99796.429994,0.004005,121.335247
268000,99796.420119,0.007535,121.315673
269000,99796.392372,0.009063,121.340097
270000,99796.405572,-0.004464,121.332243
271000,99796.416819,-0.014663,121.322129
272000,99796.404114,-0.008013,121.303525
273000,99796.426380,-0.004390,121.335006
274000,99796.416586,-0.008081,121.325715
275000,99796.397752,-0.007072,121.307443
276000,99796.422056,-0.028887,121.338688
277000,99796.403581,0.013781,121.321898
278000,99796.413922,0.004237,121.328861
279000,99796.408936,-0.010280,121.329964
280000,99796.440714,0.010747,121.317889
281000,99796.417630,0.001066,121.326194
282000,99796.418719,-0.012812,121.308119
283000,99796.423710,-0.009898,121.307394
284000,99796.422156,-0.007075,121.325718
285000,99796.408483,0.002040,121.322735
286000,99796.406963,0.010003,121.331994
287000,99796.430741,-0.003984,121.340446
288000,99796.406773,0.001699,121.326293
289000,99796.436901,0.007239,121.322455
290000,99796.425022,0.007837,121.334230
291000,99796.408016,-0.001156,121.320967
292000,99796.408299,0.013969,121.324418
293000,99796.412418,0.010646,121.336615
294000,99796.423380,0.022804,121.333225
295000,99796.416989,-0.004964,121.310466
296000,99796.401423,0.012346,121.311879
297000,99796.394823,-0.006023,121.316481
298000,99796.416833,-0.004395,121.319197
299000,99796.419574,0.000453,121.319782
300000,99796.418449,0.005362,121.322101
301000,99796.419346,0.000932,121.327965
302000,99796.408838,-0.025421,121.324675
303000,99796.416786,0.011355,121.327147
304000,99796.425702,0.010928,121.329938
305000,99796.413264,-0.017882,121.316038
306000,99796.425571,0.004807,121.300897
307000,99796.410964,0.015328,121.298025
308000,99796.428531,0.004193,121.327044
309000,99796.413346,-0.014616,121.334487
310000,99796.409089,-0.003767,121.309860
311000,99796.400808,0.006418,121.328835
312000,99796.423957,-0.005289,121.318538
313000,99796.415924,-0.010312,121.315608
314000,99796.414138,0.015393,121.335737
315000,99796.405319,-0.001999,121.327697
316000,99796.423488,-0.002281,121.323960
317000,99796.410187,0.005755,121.322203
318000,99796.418544,0.000443,121.322537
319000,99796.423277,-0.013342,121.313101
320000,99796.412463,-0.005060,121.320081
321000,99796.411766,0.013763,121.313020
322000,99796.434280,0.013679,121.329452
323000,99796.398475,-0.011771,121.322163
324000,99796.411984,0.013242,121.320999
325000,99796.415953,-0.005956,121.313566
326000,99796.400078,-0.006979,121.309651
327000,99796.421489,-0.007269,121.305080
328000,99796.416192,-0.015418,121.310812
329000,99796.415615,0.000007,121.325719
330000,99796.406798,-0.002647,121.300286
331000,99796.416147,-0.012092,121.314754
332000,99796.417744,0.004993,121.306374
333000,99796.418615,-0.006470,121.315663
334000,99796.422115,0.010940,121.349827
335000,99796.412427,0.007103,121.335081
336000,99796.436600,0.013750,121.303511
337000,99796.425255,0.003134,121.309353
338000,99796.425029,0.015201,121.335446
339000,99796.427505,-0.002525,121.314922
340000,99796.406661,0.001783,121.339528
341000,99796.410174,0.014682,121.318782
342000,99796.409493,0.004529,121.322780
343000,99796.401989,-0.000044,121.328648
344000,99796.396624,0.005653,121.336514
345000,99796.425823,-0.002407,121.330449
346000,99796.404359,0.002301,121.328508
347000,99796.425393,0.004861,121.319040
348000,99796.437914,0.004783,121.331821
349000,99796.419938,-0.009896,121.313711
350000,99796.429459,-0.002031,121.334648
351000,99796.416020,-0.009876,121.321520
352000,99796.427760,0.015002,121.322321
353000,99796.409393,0.007349,121.309660
354000,99796.402568,-0.004518,121.319496
355000,99796.407781,0.004055,121.338543
356000,99796.410359,0.011288,121.310494
357000,99796.421406,0.005755,121.318975
358000,99796.418678,-0.005797,121.324864
359000,99796.411880,0.004728,121.326451
360000,99796.417613,-0.009908,121.328428
361000,99796.419051,0.001649,121.304400
362000,99796.398508,0.012395,121.310132
363000,99796.424353,0.000503,121.322126
364000,99796.415608,-0.017382,121.316977
365000,99796.415191,-0.007181,121.299248
366000,99796.426711,-0.005070,121.330465
367000,99796.426434,-0.009111,121.320833
368000,99796.437826,0.008686,121.306137
369000,99796.418815,-0.002540,121.315959
370000,99796.418494,0.001635,121.310435
371000,99796.402556,-0.003975,121.315193
372000,99796.409537,-0.027463,121.315361
373000,99796.427129,-0.009490,121.304117
374000,99796.426301,-0.025742,121.324632
375000,99796.410990,0.001777,121.330172
376000,99796.424806,-0.002165,121.325684
377000,99796.427895,0.007755,121.316348
378000,99796.419250,0.016146,121.328796
379000,99796.406768,0.009835,121.326462
380000,99796.422685,-0.003979,121.328968
381000,99796.395800,0.004017,121.331679
382000,99796.409643,0.002362,121.334640
383000,99796.403081,-0.000633,121.334066
384000,99796.420786,0.000792,121.315673
385000,99796.430431,-0.016363,121.333677
386000,99796.426967,0.000046,121.312355
387000,99796.423729,-0.007746,121.323851
388000,99796.417331,-0.005006,121.313376
389000,99796.436507,-0.008784,121.343515
390000,99796.401977,0.002849,121.321756
391000,99796.393879,0.011381,121.314494
392000,99796.423631,0.006940,121.298295
393000,99796.418506,0.002917,121.306095
394000,99796.420748,0.008080,121.317253
395000,99796.421052,0.003078,121.315179
396000,99796.448668,0.002331,121.326547
397000,99796.410234,-0.000451,121.338661
398000,99796.401501,-0.002971,121.323230
399000,99796.421202,-0.010633,121.324554
400000,99796.413064,0.004944,121.325607
401000,99796.407957,-0.019661,121.312893
402000,99796.440336,-0.000818,121.312821
403000,99796.419539,-0.009184,121.316388
404000,99796.426049,0.002703,121.303473
405000,99796.411759,0.000352,121.323194
406000,99796.419739,-0.000347,121.319955
407000,99796.435299,-0.002894,121.339861
408000,99796.412733,0.006771,121.315969
409000,99796.427245,-0.006357,121.321807
410000,99796.421166,-0.029508,121.313204
411000,99796.418715,0.009686,121.319010
412000,99796.416130,0.014317,121.312941
413000,99796.414043,0.008904,121.311940
414000,99796.409080,-0.000423,121.317843
415000,99796.403513,-0.005318,121.325330
416000,99796.425473,-0.014528,121.335339
417000,99796.418077,-0.002124,121.347077
418000,99796.429536,0.009554,121.306840
419000,99796.426771,-0.008515,121.327495
420000,99796.412312,-0.002697,121.310324
421000,99796.400297,-0.013471,121.324917
422000,99796.420703,-0.001991,121.316495
423000,99796.420844,0.001854,121.310879
424000,99796.437182,-0.000230,121.322453
425000,99796.430381,0.000232,121.322144
426000,99796.408992,0.010297,121.331866
427000,99796.430801,-0.012177,121.312898
428000,99796.423172,-0.003483,121.323467
429000,99796.437215,0.006929,121.308281
430000,99796.413388,0.012473,121.332327
431000,99796.410944,-0.017620,121.298157
432000,99796.427947,0.001776,121.313968
433000,99796.421539,0.000420,121.319604
434000,99796.417687,-0.029979,121.313186
435000,99796.418325,0.006828,121.323158
436000,99796.417162,-0.004240,121.311667
437000,99796.423445,-0.003912,121.331147
438000,99796.416834,-0.011134,121.309371
439000,99796.414373,0.005877,121.324008
440000,99796.409753,-0.008486,121.306326
441000,99796.398213,0.012231,121.316172
442000,99796.421721,0.012615,121.319388
443000,99796.430352,-0.005094,121.297873
444000,99796.399453,0.001568,121.324161
445000,99796.419327,-0.002770,121.314937
446000,99796.419663,0.014294,121.303363
447000,99796.421333,0.000802,121.310501
448000,99796.427281,0.022929,121.346011
449000,99796.416304,0.015143,121.315332
450000,99796.416757,-0.006655,121.325792
451000,99796.418765,0.001440,121.331423
452000,99796.425964,0.002801,121.324615
453000,99796.411944,0.009593,121.303850
454000,99796.412828,-0.012354,121.321462
455000,99796.418449,0.007778,121.324106
456000,99796.426809,-0.008942,121.315299
457000,99796.411479,-0.003794,121.311712
458000,99796.424619,0.009292,121.316876
459000,99796.415933,-0.003395,121.302609
460000,99796.401942,-0.002475,121.296893
461000,99796.408763,0.004487,121.306975
462000,99796.395327,-0.019728,121.332820
463000,99796.397543,-0.006030,121.306488
464000,99796.409792,-0.002134,121.315236
465000,99796.394642,0.005638,121.331387
466000,99796.397339,-0.008170,121.314252
467000,99796.406895,-0.004746,121.325610
468000,99796.424696,-0.005170,121.316971
469000,99796.418232,0.019166,121.312622
470000,99796.412381,0.009735,121.330304
471000,99796.409647,-0.008209,121.328692
472000,99796.413145,-0.002234,121.315880
473000,99796.429360,0.001961,121.303645
474000,99796.400912,-0.005065,121.318814
475000,99796.415434,-0.002226,121.319742
476000,99796.399681,0.010084,121.334708
477000,99796.413653,-0.018525,121.321377
478000,99796.400762,0.006545,121.324566
479000,99796.432636,0.003578,121.315391
480000,99796.407477,-0.011062,121.312589
481000,99796.432513,0.012328,121.321349
482000,99796.412975,-0.002102,121.328829
483000,99796.405096,0.018978,121.333965
484000,99796.422435,0.013284,121.323345
485000,99796.416966,0.004539,121.315965
486000,99796.404613,0.006506,121.309139
487000,99796.397362,0.008755,121.340752
488000,99796.418608,0.019524,121.329339
489000,99796.419556,-0.011484,121.319863
490000,99796.416270,0.005276,121.314690
491000,99796.419595,0.006583,121.329932
492000,99796.394362,-0.000725,121.314536
493000,99796.413557,-0.001998,121.324837
494000,99796.411150,0.000559,121.315628
495000,99796.434711,0.001502,121.339829
496000,99796.399028,-0.021152,121.326266
497000,99796.405463,0.021825,121.324313
498000,99796.410969,0.002101,121.320573
499000,99796.415157,-0.002646,121.328435
500000,99796.411264,0.003740,121.315360
501000,99796.413521,0.000125,121.335343
502000,99796.417594,-0.004958,121.318955
503000,99796.428299,-0.002804,121.314558
504000,99796.426440,-0.009269,121.312849
505000,99796.420456,0.020104,121.311953
506000,99796.436993,0.018492,121.301790
507000,99796.414827,0.001361,121.321887
508000,99796.417941,0.011817,121.321289
509000,99796.395395,0.004832,121.309051
510000,99796.432478,0.000745,121.305014
511000,99796.427453,0.025147,121.323634
512000,99796.410996,0.014629,121.330514
513000,99796.415239,0.004635,121.320975
514000,99796.431894,-0.003296,121.323326
515000,99796.437778,0.005640,121.326376
516000,99796.427157,-0.005550,121.312470
517000,99796.430386,-0.016163,121.313282
518000,99796.401179,-0.014801,121.298410
519000,99796.418400,-0.005771,121.323861
520000,99796.415427,0.014496,121.330444
521000,99796.418400,-0.018974,121.326108
522000,99796.421866,-0.005546,121.342599
523000,99796.426324,-0.001030,121.319375
524000,99796.415526,-0.009147,121.316584
525000,99796.437929,0.007380,121.329139
526000,99796.405000,0.014367,121.323499
527000,99796.415052,-0.021481,121.321285
528000,99796.412153,0.000978,121.299509
529000,99796.420124,-0.002248,121.330045
530000,99796.413379,-0.020369,121.320859
531000,99796.406183,-0.004398,121.299330
532000,99796.411977,-0.012483,121.326540
533000,99796.414852,0.000616,121.309778
534000,99796.427356,0.002236,121.327826
535000,99796.413185,0.014489,121.312061
536000,99796.410074,0.007802,121.329295
537000,99796.422097,-0.006520,121.322185
538000,99796.405946,0.006180,121.320758
539000,99796.419146,-0.003906,121.313358
540000,99796.423000,0.014352,121.324452
541000,99796.403885,-0.011270,121.332019
542000,99796.425190,0.007481,121.328971
543000,99796.436215,-0.003526,121.325736
544000,99796.417919,-0.017172,121.293199
545000,99796.411438,-0.006433,121.334043
546000,99796.415949,-0.010017,121.322283
547000,99796.418863,0.019261,121.318291
548000,99796.407554,0.005257,121.340544
549000,99796.397789,-0.010027,121.323072
550000,99796.418085,0.016597,121.313880
551000,99796.411633,0.002665,121.335959
552000,99796.404686,-0.010701,121.340609
553000,99796.420899,-0.010073,121.316499
554000,99796.433008,0.016825,121.322344
555000,99796.422470,-0.007898,121.324204
556000,99796.419370,0.001527,121.320838
557000,99796.409092,-0.007045,121.322634
558000,99796.418402,-0.003601,121.325298
559000,99796.418591,0.004735,121.320456
560000,99796.419747,0.004261,121.323420
561000,99796.409453,-0.001647,121.334315
562000,99796.410612,0.008756,121.321720
563000,99796.427860,-0.004063,121.332404
564000,99796.415728,-0.000564,121.327349
565000,99796.422796,0.011478,121.327329
566000,99796.430605,0.013893,121.340932
567000,99796.412458,0.008646,121.306528
568000,99796.395870,-0.002657,121.324643
569000,99796.418586,-0.012941,121.303287
570000,99796.421848,-0.003883,121.330411
571000,99796.392331,0.004995,121.318100
572000,99796.426946,0.016781,121.325796
573000,99796.419033,0.005116,121.314790
574000,99796.422004,0.001851,121.304110
575000,99796.419651,-0.012752,121.326781
576000,99796.415552,-0.006528,121.312775
577000,99796.436946,-0.015934,121.320096
578000,99796.406653,-0.007043,121.327020
579000,99796.410494,0.005036,121.325013
580000,99796.401602,0.006636,121.325358
581000,99796.399913,0.010626,121.325145
582000,99796.426073,-0.002363,121.307411
583000,99796.422382,-0.008696,121.324431
584000,99796.421568,0.015094,121.316616
585000,99796.390767,-0.014715,121.318196
586000,99796.392423,0.023630,121.324627
587000,99796.426954,0.003965,121.333067
588000,99796.392439,0.004997,121.323350
589000,99796.411937,-0.009014,121.321151
590000,99796.420110,-0.001813,121.311656
591000,99796.412045,0.014008,121.329662
592000,99796.426459,-0.004935,121.303269
593000,99796.431553,-0.003368,121.345898
594000,99796.414890,-0.009334,121.319786
595000,99796.409590,0.012366,121.322288
596000,99796.433186,0.012396,121.312158
597000,99796.419193,0.012437,121.334518
598000,99796.419072,0.003237,121.309096
599000,99796.412119,-0.000281,121.323342
600000,99796.392691,0.015861,121.323055
601000,99796.427842,0.013626,121.309389
602000,99796.426516,-0.006492,121.331032
603000,99796.426180,0.000124,121.298931
604000,99796.413303,-0.010009,121.330431
605000,99796.399410,-0.014761,121.313679
606000,99796.423288,0.016009,121.320246
607000,99796.400373,-0.014777,121.306924
608000,99796.415808,-0.011901,121.318906
609000,99796.422175,-0.008168,121.335921
610000,99796.405851,-0.006848,121.319041
611000,99796.422500,0.001771,121.339907
612000,99796.421207,-0.007634,121.329079
613000,99796.402037,0.015083,121.343857
614000,99796.404651,-0.010793,121.300120
615000,99796.413978,0.012844,121.333189
616000,99796.430116,0.005324,121.321837
617000,99796.413418,0.004923,121.316762
618000,99796.422485,-0.004853,121.321052
619000,99796.419015,-0.004552,121.314720
620000,99796.413545,-0.012574,121.317405
621000,99796.416422,0.021425,121.311668
622000,99796.418253,0.003291,121.300438
623000,99796.417406,-0.007422,121.339986
624000,99796.424454,-0.008376,121.295509
625000,99796.419032,0.000082,121.321347
626000,99796.422838,-0.003382,121.327922
627000,99796.433034,0.012331,121.308653
628000,99796.414090,0.022874,121.346210
629000,99796.419723,-0.019186,121.324478
630000,99796.411150,-0.004540,121.330666
631000,99796.405051,-0.006554,121.325248
632000,99796.400645,-0.013157,121.329164
633000,99796.414031,-0.013501,121.315426
634000,99796.413677,0.003550,121.332213
635000,99796.411697,-0.008655,121.317430
636000,99796.407692,-0.016675,121.335753
637000,99796.412699,0.000591,121.303335
638000,99796.412578,0.010131,121.320139
639000,99796.408135,-0.002765,121.300268
640000,99796.415673,-0.005333,121.319772
641000,99796.406456,0.020496,121.320505
642000,99796.414736,-0.002517,121.328677
643000,99796.409832,0.001120,121.328389
644000,99796.391820,0.001515,121.310294
645000,99796.430384,-0.025534,121.328345
646000,99796.412774,0.006075,121.334289
647000,99796.411990,-0.001671,121.327915
648000,99796.408623,-0.001288,121.338920
649000,99796.427250,0.003655,121.323463
650000,99796.410700,-0.004167,121.310969
651000,99796.407147,-0.007445,121.323539
652000,99796.413388,0.008899,121.317071
653000,99796.421957,0.005805,121.322368
654000,99796.411867,0.000035,121.306222
655000,99796.436796,-0.001468,121.320422
656000,99796.387680,0.011242,121.330925
657000,99796.424961,0.008455,121.329283
658000,99796.409783,-0.021912,121.340049
659000,99796.420418,0.006685,121.324207
660000,99796.433288,-0.004082,121.312383
661000,99796.415302,-0.003739,121.324591
662000,99796.418905,-0.005706,121.314987
663000,99796.422840,0.012660,121.327361
664000,99796.413079,0.020107,121.323025
665000,99796.439159,0.014772,121.327588
666000,99796.421506,0.008062,121.315546
667000,99796.407459,-0.025917,121.300443
668000,99796.407482,-0.005794,121.332615
669000,99796.418362,0.007068,121.315657
670000,99796.423313,0.011618,121.321988
671000,99796.407784,0.010979,121.323140
672000,99796.432595,-0.004592,121.296017
673000,99796.420150,-0.003282,121.338686
674000,99796.422162,-0.002263,121.314395
675000,99796.431365,-0.004326,121.319626
676000,99796.421709,0.005038,121.322240
677000,99796.405966,-0.016811,121.342052
678000,99796.411859,0.002146,121.324072
679000,99796.408061,0.011565,121.318725
680000,99796.399596,-0.010310,121.329622
681000,99796.428271,0.007893,121.318856
682000,99796.425966,0.003297,121.326448
683000,99796.411029,-0.003431,121.325150
684000,99796.429476,0.000532,121.320725
685000,99796.406115,0.010544,121.329447
686000,99796.385334,-0.007312,121.319446
687000,99796.431201,-0.004462,121.303616
688000,99796.423781,-0.003653,121.306149
689000,99796.401777,-0.002563,121.332619
690000,99796.421612,0.001934,121.323783
691000,99796.415582,0.000318,121.331793
692000,99796.406880,0.002902,121.320480
693000,99796.413328,-0.005493,121.326729
694000,99796.408504,0.022249,121.299674
695000,99796.396533,-0.001322,121.322285
696000,99796.427245,0.013408,121.311053
697000,99796.417890,0.006382,121.323434
698000,99796.426801,-0.005473,121.320443
699000,99796.422156,0.004165,121.315015
700000,99796.412105,-0.003701,121.319574
701000,99796.413802,-0.018984,121.326874
702000,99796.424990,0.014483,121.328964
703000,99796.423596,0.018994,121.317671
704000,99796.431286,-0.001388,121.322569
705000,99796.422016,-0.008185,121.335034
706000,99796.406798,0.020394,121.304035
707000,99796.422331,-0.021074,121.319446
708000,99796.408467,-0.001764,121.310899
709000,99796.433300,0.004677,121.335942
710000,99796.406830,0.000607,121.320586
711000,99796.428788,0.009422,121.344502
712000,99796.397286,-0.011871,121.332366
713000,99796.415131,-0.011463,121.310449
714000,99796.438509,-0.020844,121.331772
